cust_id,viewed_datetime,cart_added_datetime,purchased_datetime,item,category,quantity,unit_price
CUST00247,,2024-08-09 7:39,2024-08-09 10:24,DrugB,Skin Care,5,38.18
CUST00248,2024-06-27 10:41,2024-06-27 12:28,2024-06-27 14:17,DrugB,Skin Care,4,80.15
CUST00248,2024-11-05 6:26,2024-11-05 7:02,2024-11-05 9:40,DrugD,Allergy,5,104.51
CUST00248,2025-06-19 0:27,2025-06-19 2:13,2025-06-19 2:18,DrugB,Pain Relief,5,135.69
CUST00248,2025-02-05 19:45,2025-02-05 20:09,2025-02-05 22:16,DrugE,Allergy,2,27.82
CUST00248,2025-04-15 5:56,2025-04-15 5:59,2025-04-15 6:10,DrugA,Antibiotics,3,100.16
CUST00248,2024-09-01 20:55,2024-09-01 21:55,2024-09-01 23:15,DrugC,Supplements,5,110.53
CUST00248,2024-08-13 22:15,2024-08-13 23:52,2024-08-14 0:27,DrugA,Pain Relief,2,92.41
CUST00249,2024-07-01 22:00,2024-07-01 22:32,2024-07-02 0:18,DrugC,Pain Relief,3,85.7
CUST00249,2024-12-08 7:22,2024-12-08 8:40,2024-12-08 10:16,DrugA,Supplements,5,43.04
CUST00250,2023-12-13 8:15,2023-12-13 8:58,2023-12-13 10:54,DrugA,Skin Care,5,121.61
CUST00250,2023-07-18 13:28,2023-07-18 14:59,2023-07-18 16:02,DrugE,Antibiotics,-1,59.26
CUST00250,2024-12-12 20:31,2024-12-12 20:54,2024-12-12 21:42,DrugB,Supplements,1,30.84
CUST00250,2025-04-21 11:07,2025-04-21 13:03,2025-04-21 14:41,DrugB,Pain Relief,1,108.38
CUST00250,2025-04-05 18:23,2025-04-05 18:24,2025-04-05 21:08,DrugB,Skin Care,5,25.23
CUST00250,2025-03-24 21:35,2025-03-24 23:16,2025-03-25 1:36,DrugB,Supplements,2,140.37
CUST00250,2025-05-28 19:52,2025-05-28 19:55,2025-05-28 22:50,DrugB,Antibiotics,3,142.74
CUST00250,2025-05-18 1:45,2025-05-18 3:26,2025-05-18 5:43,DrugC,Allergy,2,73.57
CUST00251,2024-07-01 10:43,2024-07-01 12:35,2024-07-01 13:47,DrugC,Supplements,4,112.84
CUST00251,2024-12-10 14:03,2024-12-10 14:39,2024-12-10 15:35,DrugD,Antibiotics,4,143.54
CUST00251,2025-04-14 8:33,2025-04-14 10:28,2025-04-14 10:55,DrugA,Skin Care,1,112.63
CUST00252,2023-10-30 16:42,2023-10-30 17:25,2023-10-30 19:22,DrugC,Skin Care,3,11.25
CUST00252,2023-07-28 20:11,2023-07-28 20:59,2023-07-28 22:56,DrugB,Allergy,3,116.69
CUST00252,2023-11-15 4:23,2023-11-15 5:24,2023-11-15 6:41,DrugE,Antibiotics,4,92.94
CUST00252,2024-04-02 21:39,2024-04-02 22:45,2024-04-02 23:10,DrugD,Allergy,4,30.91
CUST00252,2025-02-22 18:35,2025-02-22 20:22,2025-02-22 20:46,DrugD,Antibiotics,2,27.61
CUST00252,2025-01-15 13:02,2025-01-15 14:14,2025-01-15 14:50,DrugD,Allergy,4,48.66
CUST00252,2025-02-07 4:21,2025-02-07 5:34,2025-02-07 7:42,DrugA,Skin Care,5,45.93
CUST00252,2025-03-26 7:36,2025-03-26 9:30,2025-03-26 11:10,DrugB,Skin Care,2,121.64
CUST00252,2024-07-12 7:30,2024-07-12 8:01,2024-07-12 10:28,DrugD,Pain Relief,4,62.77
CUST00252,2025-03-08 5:35,2025-03-08 6:03,2025-03-08 8:37,DrugC,Supplements,1,93.7
CUST00253,2023-11-25 11:53,,2023-11-25 14:43,DrugB,Pain Relief,3,24.99
CUST00253,2023-12-04 10:46,2023-12-04 11:48,2023-12-04 13:20,DrugB,Supplements,2,42.56
CUST00253,2025-05-17 16:18,2025-05-17 16:48,2025-05-17 18:01,DrugD,Allergy,5,57.16
CUST00253,2024-08-19 19:29,2024-08-19 21:14,2024-08-19 23:14,DrugB,Antibiotics,-1,35.51
CUST00253,2024-11-12 9:47,2024-11-12 10:12,2024-11-12 12:14,DrugB,Antibiotics,1,69.33
CUST00253,2024-08-17 11:41,2024-08-17 13:12,2024-08-17 15:02,DrugB,Supplements,1,125.07
CUST00254,2023-10-31 6:30,2023-10-31 8:23,2023-10-31 9:41,DrugB,Pain Relief,2,73.77
CUST00254,2024-04-18 6:41,2024-04-18 7:11,2024-04-18 7:50,DrugE,Pain Relief,3,78.39
CUST00254,2023-12-11 12:59,2023-12-11 14:16,2023-12-11 16:21,DrugD,Allergy,4,101.27
CUST00254,2024-12-12 15:29,2024-12-12 15:52,2024-12-12 17:45,DrugC,Antibiotics,-1,87.18
CUST00254,2024-07-30 6:01,2024-07-30 7:19,2024-07-30 10:01,DrugA,Allergy,5,126.44
CUST00254,2025-05-10 16:17,2025-05-10 16:31,2025-05-10 17:54,DrugB,Skin Care,1,138.84
CUST00255,2024-08-01 7:14,2024-08-01 9:10,2024-08-01 10:00,DrugC,Antibiotics,4,56.45
CUST00255,2024-08-24 21:20,2024-08-24 22:54,2024-08-25 1:22,DrugD,Pain Relief,1,20.96
CUST00255,2024-08-31 14:40,2024-08-31 15:47,2024-08-31 16:08,DrugE,Antibiotics,4,144.7
CUST00255,2025-06-26 6:52,2025-06-26 7:38,2025-06-26 9:00,DrugD,Skin Care,5,28.53
CUST00255,,2025-03-14 8:28,2025-03-14 10:06,DrugC,Skin Care,4,143.43
CUST00255,2024-10-12 18:44,2024-10-12 19:36,2024-10-12 21:27,DrugA,Pain Relief,4,102.96
CUST00256,2024-08-19 8:50,2024-08-19 9:02,2024-08-19 10:14,DrugD,Pain Relief,5,27.41
CUST00256,2024-12-07 6:39,2024-12-07 7:58,2024-12-07 9:18,DrugC,Allergy,1,60.49
CUST00256,2024-09-04 10:28,2024-09-04 10:39,2024-09-04 11:46,DrugC,Allergy,3,124.88
CUST00256,2024-12-20 0:03,2024-12-20 0:49,2024-12-20 1:06,DrugC,Skin Care,5,93.28
CUST00256,2025-01-05 16:10,2025-01-05 17:09,2025-01-05 17:25,DrugE,Allergy,1,21.97
CUST00256,2024-12-10 20:16,2024-12-10 21:01,2024-12-10 23:28,DrugB,Skin Care,4,26.3
CUST00257,2023-11-10 2:27,2023-11-10 4:14,2023-11-10 5:21,DrugA,Skin Care,3,139.57
CUST00257,2024-04-17 0:53,2024-04-17 2:30,2024-04-17 2:46,DrugA,Supplements,4,104.5
CUST00257,2025-01-23 5:33,2025-01-23 5:57,2025-01-23 8:46,DrugD,Skin Care,3,79.72
CUST00257,2025-05-16 16:33,2025-05-16 17:16,2025-05-16 20:15,DrugD,Antibiotics,1,125.53
CUST00257,2024-08-24 17:19,2024-08-24 17:39,2024-08-24 19:24,DrugE,Antibiotics,2,88.18
CUST00257,2025-03-29 11:10,2025-03-29 11:24,2025-03-29 12:32,DrugD,Supplements,3,108.42
CUST00258,2024-03-24 2:30,2024-03-24 2:42,2024-03-24 3:53,DrugC,Pain Relief,3,84.18
CUST00258,2024-01-26 19:24,2024-01-26 20:51,2024-01-26 21:13,DrugE,Pain Relief,5,145.91
CUST00258,2023-10-22 4:46,2023-10-22 5:47,,DrugA,Pain Relief,3,16.27
CUST00258,2024-08-22 17:06,2024-08-22 18:20,2024-08-22 19:29,DrugB,Allergy,3,146.83
CUST00258,2025-05-15 12:03,2025-05-15 13:04,2025-05-15 15:37,DrugD,Pain Relief,4,24.85
CUST00259,2024-05-14 1:01,2024-05-14 2:01,2024-05-14 4:34,DrugA,Antibiotics,5,80.33
CUST00259,2024-02-15 9:23,2024-02-15 10:08,2024-02-15 11:53,DrugA,Supplements,3,125.31
CUST00259,2025-05-14 20:13,2025-05-14 20:48,2025-05-14 23:44,DrugB,Allergy,5,108.81
CUST00259,2024-12-30 2:08,2024-12-30 3:05,2024-12-30 3:12,DrugB,Supplements,5,117.5
CUST00260,2024-02-04 12:03,2024-02-04 12:13,2024-02-04 15:12,DrugB,Allergy,5,99.65
CUST00260,2023-11-21 6:39,2023-11-21 7:48,2023-11-21 8:40,DrugC,Antibiotics,4,94.07
CUST00260,2023-10-22 12:56,2023-10-22 13:02,2023-10-22 13:35,DrugA,Supplements,1,93.71
CUST00260,2025-01-24 0:59,2025-01-24 2:04,2025-01-24 4:50,DrugD,Allergy,4,71.76
CUST00261,2024-02-23 23:04,2024-02-24 0:57,2024-02-24 3:11,DrugE,Supplements,4,142.07
CUST00261,2024-10-16 11:32,2024-10-16 13:32,2024-10-16 14:04,DrugB,Supplements,1,78.17
CUST00261,2024-10-19 13:53,2024-10-19 14:19,2024-10-19 15:53,DrugB,Pain Relief,5,37.15
CUST00261,2025-06-18 21:30,2025-06-18 22:50,2025-06-18 23:26,DrugC,Allergy,4,73.81
CUST00262,2023-09-25 22:50,2023-09-25 22:57,2023-09-25 23:56,DrugB,Supplements,2,14.72
CUST00262,2023-11-30 11:21,2023-11-30 13:02,,DrugA,Skin Care,5,11.47
CUST00262,2024-10-20 18:18,2024-10-20 20:15,2024-10-20 22:13,DrugE,Skin Care,1,117.72
CUST00262,2024-07-31 21:47,2024-07-31 22:43,2024-07-31 22:59,DrugD,Allergy,4,22.64
CUST00263,2024-02-21 3:50,2024-02-21 4:16,2024-02-21 6:49,DrugC,Allergy,1,74.91
CUST00263,2024-03-17 13:48,2024-03-17 14:52,2024-03-17 14:58,DrugB,Supplements,1,82.77
CUST00263,2023-07-22 7:02,2023-07-22 8:27,,DrugE,Pain Relief,1,70.69
CUST00263,2025-06-27 13:55,2025-06-27 15:53,2025-06-27 17:52,DrugD,Antibiotics,5,55.77
CUST00263,2024-09-02 6:26,2024-09-02 6:42,2024-09-02 8:29,DrugB,Supplements,5,68.3
CUST00263,2025-05-24 20:59,2025-05-24 21:24,2025-05-24 21:28,DrugC,Antibiotics,1,112.4
CUST00263,2025-04-21 17:05,2025-04-21 18:12,2025-04-21 18:25,DrugD,Skin Care,3,30.28
CUST00263,2024-10-06 12:06,2024-10-06 12:14,2024-10-06 14:00,DrugC,Skin Care,4,113.22
CUST00263,2025-01-02 1:53,2025-01-02 3:53,2025-01-02 3:59,DrugB,Supplements,3,116.36
CUST00264,,2024-01-12 5:01,2024-01-12 6:30,DrugB,Pain Relief,2,123.49
CUST00264,2024-11-02 14:43,2024-11-02 16:29,2024-11-02 17:51,DrugA,Skin Care,5,93.83
CUST00264,2024-10-02 8:39,2024-10-02 9:13,2024-10-02 10:44,DrugC,Antibiotics,5,11.38
CUST00264,2025-03-09 16:48,2025-03-09 17:11,2025-03-09 19:59,DrugC,Allergy,3,59.87
CUST00264,2024-08-21 2:55,2024-08-21 3:27,2024-08-21 6:18,DrugC,Allergy,5,137.78
CUST00264,2024-09-17 2:25,2024-09-17 4:03,2024-09-17 4:45,DrugA,Skin Care,1,14.13
CUST00265,2023-09-22 7:35,2023-09-22 9:32,2023-09-22 10:34,DrugB,Antibiotics,4,117.89
CUST00265,2024-02-16 3:24,2024-02-16 4:51,2024-02-16 7:13,DrugD,Skin Care,1,120.97
CUST00265,2024-02-22 1:34,2024-02-22 2:52,2024-02-22 5:21,DrugB,Allergy,5,140.02
CUST00265,2025-06-20 15:01,2025-06-20 15:38,2025-06-20 16:47,DrugD,Pain Relief,5,99.21
CUST00265,2025-02-05 0:31,2025-02-05 0:34,2025-02-05 2:49,DrugC,Antibiotics,2,139.82
CUST00265,2025-01-30 9:56,2025-01-30 10:09,2025-01-30 10:31,DrugC,Supplements,4,140.23
CUST00265,2025-01-18 8:31,2025-01-18 9:02,2025-01-18 9:16,DrugA,Antibiotics,2,33.56
CUST00266,2023-07-09 20:30,2023-07-09 20:44,2023-07-09 21:14,DrugC,Supplements,2,70.95
CUST00266,2024-06-17 16:48,2024-06-17 17:32,2024-06-17 19:32,DrugC,Pain Relief,1,98.51
CUST00266,2023-07-16 21:32,2023-07-16 23:25,2023-07-17 1:09,DrugE,Supplements,1,48.52
CUST00266,2024-11-30 18:03,2024-11-30 19:41,2024-11-30 21:12,DrugD,Pain Relief,2,132.46
CUST00266,2024-09-04 8:55,2024-09-04 9:14,2024-09-04 11:30,DrugC,Antibiotics,4,147.04
CUST00266,2025-05-26 14:55,2025-05-26 15:13,2025-05-26 17:02,DrugE,Pain Relief,3,148.23
CUST00266,2024-12-12 6:36,2024-12-12 7:34,2024-12-12 7:36,DrugB,Antibiotics,1,95.75
CUST00267,2023-07-12 1:01,2023-07-12 1:37,2023-07-12 2:55,DrugC,Antibiotics,5,99.48
CUST00267,2024-09-17 18:30,2024-09-17 20:25,2024-09-17 22:44,DrugC,Supplements,1,38.24
CUST00267,2025-06-21 18:58,2025-06-21 19:12,2025-06-21 20:34,DrugD,Skin Care,2,95.78
CUST00267,2024-10-01 7:58,2024-10-01 8:08,2024-10-01 10:46,DrugE,Allergy,5,82.98
CUST00268,2024-03-07 9:06,2024-03-07 10:26,2024-03-07 11:09,DrugE,Pain Relief,3,64.05
CUST00268,2024-01-17 18:58,2024-01-17 20:16,2024-01-17 22:24,DrugC,Supplements,1,12.67
CUST00268,2024-03-04 10:43,2024-03-04 10:44,2024-03-04 12:39,DrugE,Skin Care,1,15.48
CUST00268,2023-08-13 18:31,2023-08-13 18:33,2023-08-13 19:11,DrugB,Supplements,2,47.22
CUST00268,2025-03-19 19:41,2025-03-19 21:41,2025-03-20 0:11,DrugB,Skin Care,2,29.18
CUST00268,2025-01-05 13:13,2025-01-05 14:09,2025-01-05 15:46,DrugE,Pain Relief,3,16.49
CUST00268,2024-08-18 11:33,2024-08-18 13:05,2024-08-18 15:56,DrugA,Pain Relief,2,44.54
CUST00269,2024-02-12 22:56,2024-02-13 0:46,2024-02-13 3:08,DrugB,Allergy,3,56.81
CUST00269,2024-04-09 14:54,2024-04-09 15:54,2024-04-09 17:31,DrugC,Pain Relief,2,59.72
CUST00269,2023-09-09 6:18,2023-09-09 7:07,2023-09-09 9:42,DrugD,Skin Care,5,59.3
CUST00269,2024-05-18 8:01,2024-05-18 9:42,2024-05-18 10:00,DrugE,Pain Relief,3,74.84
CUST00269,2023-09-04 9:34,2023-09-04 9:45,2023-09-04 11:22,DrugB,Skin Care,3,46.62
CUST00269,2025-03-23 23:59,2025-03-24 0:56,2025-03-24 3:54,DrugE,Skin Care,1,97.38
CUST00269,2025-05-06 12:35,2025-05-06 12:49,2025-05-06 12:57,DrugD,Pain Relief,2,109.99
CUST00269,2024-10-15 14:01,2024-10-15 15:42,2024-10-15 17:56,DrugE,Pain Relief,2,149.43
CUST00270,2024-11-14 10:47,2024-11-14 11:23,2024-11-14 14:15,DrugB,Supplements,5,129.36
CUST00271,2023-11-11 19:25,2023-11-11 20:21,2023-11-11 20:52,,Supplements,4,82.96
CUST00271,2024-02-26 10:04,2024-02-26 11:52,2024-02-26 13:41,DrugA,Antibiotics,2,103.85
CUST00271,2025-02-27 21:37,2025-02-27 22:09,2025-02-27 22:16,DrugB,Allergy,4,102.05
CUST00271,2025-06-06 1:25,2025-06-06 3:07,2025-06-06 5:02,DrugA,Pain Relief,1,123.15
CUST00271,2025-04-30 16:58,2025-04-30 17:53,2025-04-30 18:27,,Pain Relief,1,84.13
CUST00272,2023-07-21 13:40,2023-07-21 14:57,2023-07-21 17:04,DrugD,Skin Care,1,31.15
CUST00272,2024-05-21 9:24,2024-05-21 10:12,2024-05-21 10:37,DrugA,Skin Care,1,91.13
CUST00272,2024-04-01 8:45,2024-04-01 9:25,2024-04-01 12:01,DrugA,Supplements,4,88.13
CUST00272,2023-12-18 21:01,2023-12-18 21:03,2023-12-18 23:11,DrugB,Supplements,5,20.93
CUST00272,2024-05-11 20:23,2024-05-11 21:48,2024-05-11 23:50,DrugE,Supplements,4,17.37
CUST00272,2024-09-11 13:59,2024-09-11 14:04,2024-09-11 15:37,,Skin Care,4,79.67
CUST00272,2025-05-13 6:16,2025-05-13 7:29,2025-05-13 9:16,DrugA,Pain Relief,3,46.27
CUST00272,2024-09-11 13:59,2024-09-11 14:04,2024-09-11 15:37,,Skin Care,4,79.67
CUST00273,2024-03-20 4:34,2024-03-20 4:57,2024-03-20 5:28,DrugC,Supplements,1,99.54
CUST00273,2023-12-27 20:08,2023-12-27 20:10,2023-12-27 21:58,DrugB,Allergy,3,17.39
CUST00273,2024-02-14 17:21,2024-02-14 17:36,2024-02-14 19:30,DrugB,Pain Relief,4,12.86
CUST00274,2023-10-08 6:07,2023-10-08 7:11,2023-10-08 8:56,DrugA,Supplements,3,111.27
CUST00274,2024-07-02 16:28,2024-07-02 18:22,2024-07-02 19:21,DrugD,Skin Care,5,108.39
CUST00274,2024-02-20 22:14,2024-02-21 0:14,2024-02-21 2:29,DrugB,Antibiotics,1,148.53
CUST00274,2023-11-07 3:44,2023-11-07 5:22,2023-11-07 7:05,DrugD,Skin Care,1,42.07
CUST00274,2023-12-24 8:05,2023-12-24 8:58,2023-12-24 11:44,DrugE,Allergy,1,43.77
CUST00274,2024-07-29 8:01,2024-07-29 8:27,2024-07-29 10:28,DrugE,Allergy,5,58.77
CUST00274,2025-02-23 17:58,2025-02-23 18:42,2025-02-23 19:54,DrugD,Antibiotics,2,-50
CUST00274,2024-12-31 12:56,2024-12-31 14:46,2024-12-31 16:59,DrugD,Pain Relief,5,127.13
CUST00274,2025-04-07 15:19,2025-04-07 17:10,2025-04-07 19:26,DrugA,Supplements,3,130.91
CUST00274,2025-04-21 2:17,2025-04-21 4:17,2025-04-21 4:28,DrugC,Antibiotics,2,38.01
CUST00275,2025-05-03 9:02,2025-05-03 10:24,2025-05-03 12:22,DrugD,Skin Care,5,10.93
CUST00275,2025-03-19 10:30,2025-03-19 11:15,2025-03-19 13:16,DrugC,Supplements,5,143.49
CUST00275,2024-09-01 5:00,2024-09-01 5:54,2024-09-01 6:57,DrugB,Pain Relief,1,82.65
CUST00275,2025-01-18 12:24,2025-01-18 13:48,2025-01-18 14:29,DrugE,Supplements,4,132.57
CUST00275,2024-10-06 15:43,2024-10-06 16:28,2024-10-06 16:35,DrugE,Antibiotics,3,102.17
CUST00275,2025-04-05 19:41,2025-04-05 20:41,2025-04-05 21:22,DrugC,Supplements,4,90.88
CUST00276,2023-07-13 11:11,2023-07-13 11:47,2023-07-13 14:31,DrugE,Allergy,4,112.25
CUST00276,2024-03-20 14:58,2024-03-20 15:26,2024-03-20 17:54,DrugE,Supplements,5,110.16
CUST00276,2024-04-08 16:10,2024-04-08 16:50,2024-04-08 19:08,DrugE,Supplements,3,88.43
CUST00276,2024-10-14 12:33,2024-10-14 14:17,2024-10-14 15:08,DrugD,Pain Relief,3,21.74
CUST00277,2023-11-09 19:20,2023-11-09 20:23,2023-11-09 21:33,DrugB,Supplements,2,113.6
CUST00277,2025-04-19 21:23,2025-04-19 22:52,2025-04-19 23:23,DrugB,Allergy,5,70.87
CUST00277,2024-08-09 15:23,2024-08-09 16:10,2024-08-09 18:45,DrugC,Pain Relief,1,82.42
CUST00277,2025-04-24 4:27,2025-04-24 6:13,2025-04-24 7:31,DrugA,Pain Relief,4,133.22
CUST00278,2023-09-04 15:06,2023-09-04 16:02,2023-09-04 18:16,DrugA,Allergy,5,85.85
CUST00278,2024-01-07 11:58,2024-01-07 12:49,2024-01-07 13:50,DrugA,Supplements,2,132.64
CUST00278,2025-01-06 3:30,2025-01-06 3:58,2025-01-06 6:29,DrugB,Pain Relief,1,102.08
CUST00278,2024-08-03 12:17,2024-08-03 13:00,2024-08-03 13:07,DrugE,Antibiotics,5,50.49
CUST00279,2023-08-10 1:07,2023-08-10 1:26,2023-08-10 2:04,DrugD,Allergy,4,84.5
CUST00279,2025-06-06 20:43,2025-06-06 21:12,2025-06-06 23:59,DrugC,Skin Care,1,109.02
CUST00279,2024-08-12 12:18,2024-08-12 12:21,2024-08-12 14:02,DrugB,Skin Care,1,58.93
CUST00280,2023-09-30 5:37,2023-09-30 5:40,2023-09-30 6:08,DrugE,Pain Relief,3,51.93
CUST00280,2024-08-26 19:11,2024-08-26 19:46,2024-08-26 20:40,DrugC,Supplements,1,142.54
CUST00280,2025-05-01 11:28,2025-05-01 12:57,2025-05-01 14:11,DrugE,Allergy,5,139.93
CUST00280,2024-10-22 21:12,2024-10-22 22:06,2024-10-23 0:30,DrugC,Skin Care,3,123.57
CUST00280,2024-10-02 5:04,2024-10-02 6:54,2024-10-02 8:42,DrugC,Skin Care,5,78.08
CUST00280,2024-08-25 17:01,2024-08-25 17:51,2024-08-25 20:00,DrugB,Pain Relief,1,107.34
CUST00281,2023-12-12 17:45,2023-12-12 18:31,2023-12-12 20:39,DrugE,Allergy,2,52.79
CUST00281,2024-05-28 11:57,2024-05-28 13:39,2024-05-28 16:34,DrugA,Allergy,4,14.86
CUST00281,2023-08-27 10:11,2023-08-27 12:04,2023-08-27 12:25,DrugB,Supplements,1,66.84
CUST00281,2024-11-11 17:53,2024-11-11 18:59,2024-11-11 20:33,DrugA,Skin Care,1,95.37
CUST00281,2025-01-27 9:33,2025-01-27 10:02,2025-01-27 11:09,DrugA,Antibiotics,3,55.34
CUST00281,2024-07-12 9:11,2024-07-12 10:14,2024-07-12 11:36,DrugC,Skin Care,1,27.79
CUST00281,2024-11-21 23:11,2024-11-21 23:35,2024-11-22 1:09,DrugB,Skin Care,1,82.69
CUST00282,2023-07-08 1:10,2023-07-08 2:13,2023-07-08 2:46,DrugE,Antibiotics,2,42.82
CUST00282,2025-06-07 7:02,2025-06-07 7:07,2025-06-07 9:21,DrugA,Skin Care,3,23.98
CUST00282,2024-09-18 14:59,2024-09-18 16:47,2024-09-18 18:37,DrugC,Antibiotics,1,125.02
CUST00283,,2023-10-13 0:00,2023-10-13 0:01,DrugC,Skin Care,2,46.88
CUST00283,2025-05-08 0:34,2025-05-08 2:14,2025-05-08 5:02,DrugA,Skin Care,5,105.36
CUST00283,2024-12-08 7:42,2024-12-08 9:25,2024-12-08 11:52,DrugD,Supplements,5,121.5
CUST00283,2024-11-15 20:08,2024-11-15 21:11,2024-11-15 21:41,DrugA,Supplements,2,59.5
CUST00283,2024-08-02 1:05,2024-08-02 2:56,2024-08-02 4:24,DrugE,Supplements,1,24.22
CUST00283,2024-08-30 23:54,2024-08-31 1:03,2024-08-31 3:10,DrugB,Skin Care,3,94.05
CUST00283,2024-09-17 5:20,2024-09-17 5:38,2024-09-17 5:46,DrugB,Pain Relief,4,66.47
CUST00283,2024-11-17 1:58,2024-11-17 3:38,2024-11-17 4:00,DrugC,Pain Relief,2,97.24
CUST00284,2023-08-29 13:26,2023-08-29 14:35,2023-08-29 14:57,DrugB,Allergy,2,122.88
CUST00284,2024-01-14 21:50,2024-01-14 22:42,2024-01-15 1:31,DrugB,Antibiotics,5,81.12
CUST00284,2023-11-27 16:08,2023-11-27 16:43,2023-11-27 18:05,DrugA,Supplements,3,46.43
CUST00284,2025-01-16 17:42,2025-01-16 19:42,2025-01-16 20:28,DrugB,Supplements,4,99.57
CUST00284,2024-10-05 16:23,2024-10-05 16:38,2024-10-05 17:04,DrugA,Allergy,3,30.68
CUST00285,2024-03-03 3:46,2024-03-03 4:41,2024-03-03 5:32,DrugE,Supplements,2,129.91
CUST00285,2023-11-16 8:50,2023-11-16 8:57,2023-11-16 10:14,DrugE,Supplements,4,66.24
CUST00285,2024-06-30 20:18,2024-06-30 20:39,2024-06-30 22:56,DrugB,Allergy,4,138.02
CUST00285,2024-06-18 12:53,2024-06-18 13:18,2024-06-18 13:44,DrugC,Pain Relief,2,23.22
CUST00285,2025-02-18 19:09,2025-02-18 20:50,2025-02-18 23:25,DrugE,Allergy,4,93.69
CUST00285,2024-10-30 7:01,2024-10-30 8:30,2024-10-30 10:01,DrugA,Antibiotics,1,83.84
CUST00285,2025-03-23 19:07,2025-03-23 19:28,2025-03-23 20:01,DrugE,Allergy,3,102.46
CUST00285,2025-06-18 6:15,2025-06-18 7:56,2025-06-18 10:31,DrugB,Supplements,5,64.04
CUST00285,2024-07-06 4:20,2024-07-06 5:41,2024-07-06 8:27,DrugD,Skin Care,3,139.13
CUST00285,2025-06-04 1:12,2025-06-04 2:37,2025-06-04 3:02,DrugC,Skin Care,3,54.28
CUST00286,2024-05-14 21:34,2024-05-14 22:51,2024-05-15 1:31,DrugB,Supplements,5,126.45
CUST00286,2023-11-11 23:33,2023-11-12 0:27,2023-11-12 0:41,DrugC,Skin Care,4,74.35
CUST00286,2025-05-29 20:41,2025-05-29 22:22,2025-05-29 22:58,DrugA,Allergy,5,99.6
CUST00286,2024-08-12 23:01,2024-08-13 0:35,2024-08-13 3:33,DrugD,Antibiotics,2,100.02
CUST00286,2025-02-22 11:12,2025-02-22 13:10,2025-02-22 14:21,DrugB,Pain Relief,4,123.52
CUST00286,2024-12-05 14:20,2024-12-05 14:38,2024-12-05 16:04,DrugD,Antibiotics,4,144.59
CUST00286,2024-12-12 11:28,2024-12-12 11:52,2024-12-12 12:31,DrugA,Skin Care,3,27.76
CUST00287,2023-12-15 22:30,2023-12-15 22:51,2023-12-16 1:24,DrugD,Allergy,1,28.58
CUST00287,2024-11-27 2:38,2024-11-27 3:24,2024-11-27 6:03,DrugE,Supplements,5,63.79
CUST00287,2025-06-19 5:25,2025-06-19 5:35,2025-06-19 7:39,DrugA,Antibiotics,3,140.18
CUST00288,2023-08-03 12:18,2023-08-03 12:33,2023-08-03 12:34,DrugB,Supplements,5,11.09
CUST00288,2023-07-12 14:39,2023-07-12 15:51,2023-07-12 17:21,DrugC,Antibiotics,3,85.7
CUST00288,2023-12-29 11:27,2023-12-29 12:41,2023-12-29 13:48,DrugD,Pain Relief,-1,60.39
CUST00288,2025-06-28 13:44,2025-06-28 14:38,2025-06-28 14:56,DrugE,Skin Care,4,131.65
CUST00288,2025-05-20 14:30,2025-05-20 15:06,2025-05-20 17:08,DrugC,Allergy,3,141.66
CUST00288,2025-03-22 10:58,2025-03-22 11:42,2025-03-22 11:46,DrugE,Pain Relief,5,122.37
CUST00288,2024-09-06 19:27,2024-09-06 20:42,2024-09-06 21:30,DrugC,Skin Care,5,40.28
CUST00288,2024-10-04 18:25,2024-10-04 18:28,2024-10-04 18:39,DrugB,Pain Relief,1,128.45
CUST00289,2024-03-02 9:24,2024-03-02 11:20,2024-03-02 12:10,DrugD,Supplements,1,80.07
CUST00289,2024-03-06 18:56,2024-03-06 20:44,2024-03-06 22:44,DrugE,Allergy,5,31.41
CUST00289,2025-02-27 8:33,2025-02-27 9:46,2025-02-27 10:41,DrugC,Allergy,1,32.67
CUST00290,2023-10-02 19:20,2023-10-02 20:02,2023-10-02 21:08,DrugA,Allergy,4,61.3
CUST00290,2024-12-05 2:47,2024-12-05 4:26,2024-12-05 7:19,DrugE,Pain Relief,3,63.93
CUST00290,2025-05-27 22:00,2025-05-27 22:37,2025-05-28 1:37,DrugC,Skin Care,4,78.55
CUST00290,2025-05-21 10:01,2025-05-21 11:00,2025-05-21 12:18,DrugA,Antibiotics,3,57.25
CUST00290,2025-01-01 3:02,2025-01-01 4:00,2025-01-01 6:49,DrugA,Supplements,4,75.05
CUST00290,2025-01-22 11:49,2025-01-22 13:15,2025-01-22 14:42,DrugC,Skin Care,5,140.73
CUST00290,2025-02-15 0:21,2025-02-15 1:02,2025-02-15 1:58,DrugC,Allergy,5,12.21
CUST00291,2024-08-01 5:06,2024-08-01 6:00,2024-08-01 7:31,DrugD,Antibiotics,3,93.75
CUST00291,2024-08-29 18:30,2024-08-29 19:14,2024-08-29 21:38,DrugC,Antibiotics,2,21.81
CUST00292,2024-06-04 22:17,2024-06-04 22:28,2024-06-05 0:47,DrugB,Antibiotics,2,103.99
CUST00292,2023-07-15 17:19,2023-07-15 18:27,2023-07-15 19:03,DrugC,Supplements,1,110.07
CUST00292,2023-11-07 18:04,2023-11-07 18:31,2023-11-07 21:24,DrugA,Allergy,3,24.38
CUST00292,2023-09-17 20:32,2023-09-17 22:08,2023-09-17 23:13,DrugB,Antibiotics,5,129.91
